Date,Close,Open,High,Low,Vol.,Change %
"Apr 20, 2009",1657.28,1705.96,1708.69,1657.28,55.41M,-2.42%
"Apr 17, 2009",1698.31,1765.48,1769.62,1698.31,74.74M,-3.69%
"Apr 16, 2009",1763.4,1801.16,1805.09,1757.61,91.28M,-1.19%
"Apr 15, 2009",1784.55,1765.13,1784.55,1748.52,136.99M,0.80%
"Apr 14, 2009",1770.4,1752.32,1814,1749.37,63.49M,-0.81%
"Apr 09, 2009",1784.94,1762.27,1785.1,1709.83,79.67M,2.53%
"Apr 08, 2009",1740.83,1631.22,1741.77,1627.74,55.94M,5.27%
"Apr 07, 2009",1653.63,1677.52,1683.22,1651.9,71.59M,-1.82%
"Apr 06, 2009",1684.3,1698.32,1727.7,1653.69,112.76M,0.97%
"Apr 03, 2009",1668.1,1614.87,1708.2,1612.88,175.77M,2.35%
"Apr 02, 2009",1629.76,1574.15,1629.76,1568.95,257.33M,6.95%
"Apr 01, 2009",1523.8,1534.18,1540.33,1480.94,35.09M,0.79%
"Mar 31, 2009",1511.85,1537.63,1557.74,1511.85,44.29M,-0.37%
"Mar 30, 2009",1517.45,1537.78,1550.62,1503.5,26.99M,-3.64%
"Mar 27, 2009",1574.81,1621.33,1621.33,1566.25,34.66M,-3.02%
"Mar 26, 2009",1623.91,1633.1,1650.38,1620.13,37.88M,-0.57%
"Mar 25, 2009",1633.3,1546.55,1633.3,1543.43,50.67M,5.19%
"Mar 24, 2009",1552.71,1585.57,1586.21,1546.91,38.39M,0.15%
"Mar 23, 2009",1550.43,1526.93,1555.53,1524.44,79.70M,2.92%
"Mar 20, 2009",1506.5,1483.3,1506.5,1479.11,33.85M,1.26%
"Mar 19, 2009",1487.71,1467.31,1494.8,1453.24,28.03M,2.40%
"Mar 18, 2009",1452.81,1489.07,1491.57,1441.02,27.53M,-1.94%
"Mar 17, 2009",1481.61,1512.34,1512.34,1471.38,53.07M,-2.12%
"Mar 16, 2009",1513.7,1504.67,1523.63,1496.89,22.60M,1.67%
"Mar 13, 2009",1488.8,1534.9,1537.46,1488.71,39.20M,-0.36%
"Mar 12, 2009",1494.19,1478.73,1499.47,1464.05,68.67M,-0.45%
"Mar 11, 2009",1500.95,1507.22,1524.81,1486.38,27.58M,1.32%
"Mar 10, 2009",1481.42,1453.14,1498.35,1451.69,27.84M,1.77%
"Mar 09, 2009",1455.67,1477.48,1478.19,1430.85,21.87M,-1.41%
"Mar 06, 2009",1476.46,1420.16,1487.4,1417.41,26.07M,2.19%
"Mar 05, 2009",1444.88,1466,1467.58,1432.19,25.38M,-1.12%
"Mar 04, 2009",1461.22,1425.1,1469.46,1412.59,37.23M,4.23%
"Mar 03, 2009",1401.92,1373.86,1414.95,1370.07,40.43M,1.57%
"Mar 02, 2009",1380.24,1346.52,1392.21,1337.32,47.68M,0.57%
"Feb 27, 2009",1372.47,1377.24,1420.07,1358.94,39.43M,-1.46%
"Feb 26, 2009",1392.76,1343.41,1393.18,1331.88,35.00M,3.54%
"Feb 25, 2009",1345.15,1396.34,1415.49,1341.59,25.75M,-1.17%
"Feb 24, 2009",1361.08,1324.74,1375.86,1317.06,33.05M,-0.30%
"Feb 23, 2009",1365.16,1428.15,1437.71,1365.03,29.64M,-1.30%
"Feb 20, 2009",1383.1,1371.32,1415.97,1339.4,48.10M,-1.62%
"Feb 19, 2009",1405.94,1361.59,1419.97,1357.06,39.09M,5.10%
"Feb 18, 2009",1337.78,1350.56,1369.43,1253.24,71.68M,0.76%
"Feb 17, 2009",1327.64,1411.83,1416.71,1327.64,62.16M,-7.52%
"Feb 16, 2009",1435.65,1482.81,1485.29,1435.65,20.91M,-3.79%
"Feb 13, 2009",1492.21,1509,1519.04,1487.9,20.48M,-0.15%
"Feb 12, 2009",1494.41,1535.53,1535.53,1475.02,29.21M,-3.19%
"Feb 11, 2009",1543.58,1535.52,1568.37,1531.89,51.85M,-2.56%
