Date,Close,Open,High,Low,Vol.,Change %
"Apr 05, 2013",18056.23,18113.23,18136.13,17892.34,-,-0.09%
"Apr 04, 2013",18073.06,17963.32,18171.82,17824.62,-,0.79%
"Apr 03, 2013",17930.84,18138.65,18141.19,17744.88,-,-0.92%
"Apr 02, 2013",18097.79,17982.16,18097.79,17853.31,-,1.35%
"Mar 28, 2013",17857.42,17909.4,17929.28,17693.75,-,-0.29%
"Mar 27, 2013",17908.99,18025.77,18120.48,17843.46,-,-0.67%
"Mar 26, 2013",18030.59,18078.05,18160,17951.37,-,0.77%
"Mar 25, 2013",17892.65,18154.67,18344.27,17892.22,-,-0.59%
"Mar 22, 2013",17999.08,18156.93,18198.33,17900.27,-,-1.37%
"Mar 21, 2013",18249.83,18404.96,18425.89,18240.23,-,-0.33%
"Mar 20, 2013",18311.05,18075.49,18400.1,18075.49,-,1.70%
"Mar 19, 2013",18005.67,18243.56,18266.39,18005.67,-,-0.81%
"Mar 18, 2013",18152.07,18189.65,18404.7,18038.86,-,-1.11%
"Mar 14, 2013",18354.98,18556.57,18664.48,18354.98,-,-0.63%
"Mar 13, 2013",18471.81,18584.65,18603.66,18345.89,-,-1.12%
"Mar 12, 2013",18680.93,18861.56,18919.98,18600.84,-,-1.05%
"Mar 11, 2013",18879.34,19059.82,19114.03,18749.94,-,-1.23%
"Mar 08, 2013",19114.73,19190.81,19282.81,19040.07,-,0.22%
"Mar 07, 2013",19073.56,18963.45,19165.98,18942.39,-,0.79%
"Mar 06, 2013",18923.82,19037.12,19161.07,18923.82,-,0.47%
"Mar 05, 2013",18836.16,18668.97,18876.15,18651.63,-,1.16%
"Mar 04, 2013",18620.06,18760.8,18812.73,18620.06,-,-1.20%
"Mar 01, 2013",18846.94,18773.93,18900.22,18670.9,-,0.22%
"Feb 28, 2013",18804.96,18743.51,18834.52,18675.77,-,1.60%
"Feb 27, 2013",18509.4,18555.59,18600.49,18442.22,-,0.19%
"Feb 26, 2013",18474.2,18595.57,18595.57,18371.1,-,-1.84%
"Feb 25, 2013",18820.96,18915.49,18995.03,18820.96,-,-0.24%
